,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
Falling Angel.mp3,-173.16333,158.49034,4.23569,20.331703,7.4239054,4.6216283,-2.1767519,4.363418,3.2206585,-2.2740858,0.8905541,5.8627667,2.7542255,4.645017,1.8813515,4.6829348,2.289806,5.8373275,1.3754177,3.2057827
Falling.mp3,-306.32358,169.01582,14.087948,2.1888483,5.212362,-12.571023,-20.778833,-15.817677,-12.464,-17.160446,-15.050383,-8.450254,-13.660973,-18.59176,-12.513324,-8.459939,-4.006111,2.795244,-2.0269008,-2.2921875
Family Matters.mp3,-138.6164,52.324146,15.877134,15.276999,15.844859,7.858127,-10.696434,10.646384,-8.503101,3.795259,-0.4728161,3.014403,-2.0554097,6.030538,1.0406988,5.204904,-1.5739493,2.905244,0.7884607,1.4579092
Famous Hoes.mp3,-187.20949,126.23249,14.772609,8.771291,10.067299,-3.4771256,-4.054793,7.1692777,-3.7645588,2.7531908,-4.6023345,-5.782973,-5.4056964,1.759508,3.041062,-1.2862215,-2.5747654,-1.2758452,-5.051968,-1.8698714
FANCY.mp3,-67.61929,57.810165,-18.86217,9.627178,-1.1794846,2.71574,-3.8689198,3.2939272,3.3292778,1.8099122,-6.2786746,-7.340252,-5.2174945,-1.7857602,-6.7796264,1.7384895,-2.2346094,2.698779,2.4197848,3.4488835
Far Away.mp3,-79.625336,79.42479,11.3050785,26.7153,9.748365,17.453714,0.4609206,12.946116,-7.3831344,1.8594186,-4.285471,-0.28553185,0.60071903,1.2295018,1.0150536,-1.6574745,-6.1880674,-6.417518,-5.7703576,-1.5171962
Fast Car.mp3,-128.59164,89.92288,-6.3936996,22.499765,14.361857,7.478309,-2.1589985,-3.878217,-8.487733,0.11228546,-6.4042864,-3.770694,-6.869573,-4.1162896,-2.3138068,5.422234,-1.9257367,2.877603,-3.646512,-3.2427993
Fast Forward.mp3,-101.20377,87.61452,4.6756845,24.242804,8.83975,7.1029215,-0.2783702,1.432257,11.084619,9.520655,0.25203562,10.310457,-3.0329564,4.492772,-3.3670976,1.8278098,-3.3156953,-0.641998,3.7996683,7.4622464
fast.mp3,-172.71461,110.01745,-12.25417,9.402587,-0.29653195,-0.5335811,-0.8093938,-5.0548773,-12.278188,4.296585,-6.8296947,6.70738,-3.6395502,0.98993325,-0.32788393,-1.4152753,-0.44412005,0.26435658,2.0783484,1.4796815
Faucet Failure.mp3,-152.94841,89.16145,27.454836,17.440601,-1.3058146,1.1442418,-4.733251,2.7854373,-9.588958,2.78458,-2.9959395,0.18324341,5.0869536,5.275696,4.4028554,3.3471441,-1.1378294,4.4566765,-0.8916315,-2.9033306
favorite crime.mp3,-235.3302,108.01219,15.552544,19.214952,15.876119,3.92843,4.831719,-0.93204707,1.0139782,-6.3911414,-14.56576,-7.451246,-13.853192,-7.787395,-13.490503,-9.989274,-12.401907,-5.4860783,-7.344329,-11.7214155
Favorito.mp3,-107.99279,66.67895,-10.826162,15.483101,-13.085498,-8.747774,-14.943672,-11.685898,-13.363617,-1.7745504,-14.71146,-5.581645,-5.7323365,-4.2477803,-8.434982,-6.1442113,-8.915179,-7.204626,-9.45936,-3.5485735
FBI.mp3,-144.91554,81.31857,-19.672215,-15.192026,-11.338024,-11.490349,-1.327078,3.1660511,-10.022722,2.8509953,-3.2936127,-0.38515946,-0.3140341,2.4335403,-0.32228196,3.371383,-2.3214893,-0.80255514,-3.0146437,3.6873693
FE!N (feat. Playboi Carti).mp3,-12.927517,55.223114,-0.18500341,17.08862,-1.9244989,-2.0887434,-13.685467,-4.7819543,-15.12468,-0.96956253,-8.448217,-2.0160213,-8.5089245,-5.9752517,-9.937769,-3.3534787,-9.872887,-4.9351726,-2.3375275,3.7647395
FEARLESS.mp3,-104.48812,94.32123,34.820976,25.004585,14.764772,19.58276,15.377906,7.4287457,18.903738,9.708189,5.0439377,4.121745,3.445791,7.3012257,1.0372169,5.1258335,-3.3752947,2.8640273,-0.71185285,-0.037735432
Feather.mp3,-116.49018,108.74313,7.909455,10.97535,2.6838403,5.072627,2.7295563,-4.2845087,7.4512715,-0.2210391,-4.8740115,-0.6738007,-0.65802014,1.7432561,-2.4639335,0.79631877,0.3523055,1.3792831,-3.4969056,-3.3717086
Fed Up.mp3,-285.54083,138.56366,14.844057,53.86575,21.974377,22.62884,2.6734316,5.267098,-5.191831,0.28627425,5.7087145,-2.2170546,-17.079203,4.976551,2.4902785,2.5586784,-4.249314,-4.8969674,4.0923176,2.190241
Feel Good Inc..mp3,-130.48178,62.78438,-4.7426705,26.916393,2.5759716,12.240433,1.502582,7.702182,3.8175082,9.461402,1.1395664,5.3005033,1.0411165,3.3616464,-0.54007286,2.0990427,-0.93847483,3.449187,-0.41415298,4.782528
Feel It Still.mp3,-117.60601,96.65275,21.40078,15.028336,-5.4656463,19.003204,-4.2097425,1.4637511,1.3257372,5.998259,-2.9355655,-0.38690966,-0.80607176,2.0487626,2.066385,-0.29067305,-2.4567814,2.7098513,-3.9913058,-1.2260704
Feel This Moment (feat. Christina Aguilera).mp3,-91.895584,80.6698,-23.396725,-2.311202,1.4610422,-9.419558,3.2028973,-7.464549,-7.3533664,-2.1431334,-11.232095,-7.682171,-5.172176,-4.790587,-6.282981,-1.737685,-7.253292,-4.098602,-5.3275986,-2.446316
FEEL.mp3,-74.56184,42.767906,17.676645,18.9082,5.267807,16.201866,5.009016,10.400907,3.7575715,3.78316,0.36164427,4.1524925,-7.9061413,-3.8878634,-6.985464,0.6234932,-4.372772,1.0836178,-3.2205849,-0.52319837
Feelings.mp3,-140.30711,82.09849,-38.082024,-9.62827,-23.683031,-12.25625,-8.170462,-9.664737,-20.685696,-14.900282,-21.860233,-4.95535,-7.2679415,-7.027797,-8.920168,-7.4645295,-12.125566,-6.7660265,-5.7443967,-10.24242
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean).mp3",-121.662384,116.145065,-2.7994354,2.9026477,15.729849,5.4070415,1.1693425,5.4420753,-3.1679323,5.0175467,3.348952,6.1695,2.2918825,2.5663638,-0.18098322,1.8766202,-1.6201531,3.813558,-0.82927316,4.7268257
Felina.mp3,-160.54066,67.433334,8.1383095,6.9971995,-14.786022,-18.144104,-21.224901,-26.708332,-25.16051,-15.954712,-13.680256,-15.251475,-13.164271,-12.660934,-11.0300045,-7.5860825,-12.762117,-0.46343145,-1.7526565,-0.9956345
FERXXO 151.mp3,-120.73113,116.46573,-16.09854,7.2778296,-7.693606,6.1051865,-8.960261,1.514878,-12.357836,-5.293432,-10.029337,-5.9961605,-2.0072117,-9.481228,-6.102396,-10.295647,-7.5490623,-1.9173267,-4.9473777,0.9531283
Fever.mp3,-219.15442,99.24928,23.668192,15.450951,12.778843,3.6708052,1.420466,-7.153795,-5.734341,-1.0385674,-8.764351,-6.465159,-11.815059,-2.8200483,-11.774937,-7.514122,-7.2556825,-6.212699,-7.857779,-8.140582
Fight Song.mp3,-197.82472,129.32948,6.0489225,-12.591602,-4.3929048,-10.912887,8.359673,-8.878263,8.416013,12.206965,-7.668159,4.06247,-4.46022,-2.4558296,2.52238,4.6885457,3.372897,8.214931,5.27119,8.049763
Fighting My Demons.mp3,-2.2171476,77.55083,25.910135,25.799046,19.80282,14.874364,2.4292688,4.758541,2.5394528,10.982901,-1.1269994,6.7753453,3.1285431,4.740371,1.8375883,7.38181,0.1489357,5.4324994,1.7663332,0.9281964
Filhaal2 Mohabbat.mp3,-169.89543,120.05795,-24.07005,-2.2218676,-9.356755,-6.2169466,-9.661011,11.406336,-17.92867,0.7599455,11.13937,8.175652,0.37781084,2.2058008,-2.493751,-2.7071939,-2.8116086,-0.8314488,-6.986975,-8.580533
Filhall.mp3,-128.16415,113.10537,-7.39391,13.42164,4.2096677,-3.8323646,-19.536465,0.26716015,-18.051529,-6.0035586,-13.500153,-6.0902143,-9.415463,-7.7939544,-4.786454,-2.9652324,-12.655044,-6.181927,-13.395608,-13.752992
Finesse.mp3,-187.53662,96.65925,17.206966,15.897247,10.859559,-2.6153836,-10.026184,-1.5187,-17.497547,-8.667992,-8.872046,-6.8922563,-11.525979,-8.366213,-9.367485,-6.598589,-10.411631,-5.992966,-8.795694,-5.2769337
Fingers Crossed.mp3,-193.18512,88.89192,24.146204,24.942896,10.765229,-2.825643,5.807884,-12.974083,-7.519039,-0.8813241,-21.588575,-6.7486243,-12.889718,-0.34626046,-10.643726,-3.0780106,-8.9094095,-7.2471204,-8.621119,-4.176909
Fire On Fire.mp3,-250.03687,110.61171,7.8249073,22.66564,9.796197,-1.5335413,-14.369207,-11.763279,-13.974697,-1.9317211,-3.8662782,-4.6992908,-2.6888912,-6.739494,-0.9148994,-5.104107,-11.5804615,-5.0947495,-10.967797,-6.947719
Firestone.mp3,-240.2276,119.400345,23.717813,10.373655,15.359605,7.6728306,-2.549109,4.320905,-3.3307655,-2.8057346,2.0472157,3.7685199,7.80033,0.94976336,-7.134244,-13.281744,-10.220464,1.213002,-4.6318097,-11.455335
Firework.mp3,-91.68933,55.93702,-11.545037,12.981442,-9.810098,-1.3462299,-7.682074,7.358207,-4.9925103,9.133561,0.48303014,1.4574568,3.3839126,6.9775443,-5.654404,-0.96217465,-5.8140564,-2.482129,-6.4093366,2.2235746
First Class.mp3,-125.71234,76.522606,25.690342,23.356043,16.30406,14.571767,11.835942,17.881378,5.235181,7.6286607,2.1664402,-1.4689292,-2.7289324,1.09208,-3.2640233,-3.810933,-6.736429,-2.69432,-7.009572,-2.2654989
First Person Shooter (feat. J. Cole).mp3,-97.61231,92.936516,-2.482969,9.667501,-0.8401049,-3.1563725,-10.302599,-2.9227278,-6.5576673,-1.6936432,-11.580354,-4.369745,-0.83098686,-4.5319963,-7.0587564,-2.691588,-8.935728,1.4147245,-4.914945,-0.33323458
Fisherrr - Remix.mp3,-119.20199,89.608696,33.948586,7.4160037,-8.750917,-7.821698,-19.508726,-9.879475,-23.424284,-15.039212,-12.646283,-2.9283667,-16.481182,-9.121664,-12.791548,-14.368285,-15.70969,0.15859853,-9.678924,-6.3401084
Flashback.mp3,-201.52165,119.10784,22.458132,19.979435,-4.506426,-11.058842,-15.90059,-13.403774,-9.521998,-5.8540025,-14.777181,-14.834991,-16.958864,-8.804931,-14.69963,-10.6874075,-9.175024,-3.235697,-7.3386707,-2.9031048
Fli.mp3,-215.34355,201.31084,-35.05283,25.20222,9.432847,-11.17155,-5.6793437,-11.393405,-8.201414,-7.5425434,-7.382143,-10.001077,-17.093319,-12.116954,-9.912996,-9.869317,-9.603177,-9.726735,-7.311791,-9.206447
Flooded The Face.mp3,-229.22028,138.33961,56.712944,38.489685,11.408003,-4.779859,-1.9245547,-5.021562,-15.701218,-10.984597,0.2042182,6.2155786,1.1021055,6.7324204,2.4510758,1.2085,-3.208267,-0.022879349,-0.8240469,-1.347262
FLOWER.mp3,-223.21382,80.622475,16.033415,25.527126,25.525778,13.901005,0.42944184,13.566858,8.035394,5.7560234,3.2604246,8.760586,5.208191,4.8251886,4.6818757,-1.2359917,1.035434,-1.9897267,-3.3479767,1.2946059
Flowers.mp3,-214.32097,113.25624,18.680145,23.08442,8.803665,13.09692,3.6242244,2.2254586,-2.0239117,4.940895,-8.251294,3.6679468,-4.359716,2.2995152,-5.9299946,0.4939735,-7.139634,-4.547175,-7.004139,-2.1897507
Fluxxwave.mp3,-77.98614,105.39451,11.59534,32.733845,18.323639,20.431458,-1.3166728,4.4636,-3.4471998,0.6838838,4.0898705,6.629945,2.733115,2.9114237,-0.9027369,2.709089,-1.2362463,2.1392236,-2.7801354,-1.825215
Focus.mp3,-84.66446,53.1232,-5.607742,8.854867,-5.614772,-1.9701586,-5.3334346,-4.050172,-0.2726204,5.1860595,-4.4403367,4.8506227,2.8938205,4.733255,0.1364627,5.729389,2.343917,2.988694,-4.059517,0.6720822
Follow You.mp3,-164.59775,128.13638,5.369035,19.370827,2.673527,5.0155854,-1.0246637,12.686707,2.9400752,1.9128108,3.1063466,2.0521736,-0.76618475,3.6940303,0.05861274,1.8673439,-4.1460233,-1.028445,0.012949988,1.2067451
For the Last Time.mp3,-206.86624,24.758842,-14.129105,27.687923,-5.244845,3.9049597,10.209188,9.720985,0.8404246,1.2907151,-10.587645,10.91961,5.9606194,5.9733214,2.4463432,1.1631396,-1.3614045,-0.9510293,-0.012965932,5.8378534
Forever (feat. Fridayy).mp3,-234.36116,98.6834,21.252295,11.633346,7.5766344,12.4169,-9.632934,-0.72642285,4.168774,-0.44173655,-2.5741134,4.0607724,5.7546124,11.582457,7.3140874,8.805445,2.8064556,1.0533946,3.6269462,12.070391
Forever.mp3,-279.74927,130.00385,15.616919,9.528902,17.538088,10.79698,-0.103999,4.2285466,-18.605015,-20.312605,-4.6802893,-4.0782104,-9.77595,-15.408944,-6.7261257,-1.9602009,-10.703218,-5.910292,-1.5072447,-12.091365
Forget About Us.mp3,-57.443813,87.45282,-4.7704234,11.34368,5.0201044,-1.8200451,-5.232191,-4.8333435,-10.376944,2.9604104,-10.036725,-2.2213297,-6.4932456,-1.2610952,-5.3111687,-1.5385993,-3.1618474,3.056422,-2.187331,6.497829
Fortnight (feat. Post Malone).mp3,-219.98268,115.205086,39.620373,35.113754,13.112907,7.4238696,4.5877194,-3.5208638,6.6336484,-4.1139827,-0.7044251,2.1722772,-6.50147,0.7679603,-4.273839,-4.1375923,-2.7819097,-5.279715,-7.5523944,-1.452223
Fotos Y Recuerdos.mp3,-101.00675,52.245605,5.712849,41.965763,-0.38897875,6.2557487,-3.597985,-5.168763,-9.340902,3.2655048,-7.387243,-0.18719293,-10.945211,-3.643313,-6.157567,2.064879,-3.1784344,1.5446215,-4.940901,-1.1132767
Fouji Fojan 2 Lofi (feat. Aamin Barodi & Sapna Choudhary).mp3,-79.65746,68.23521,-20.058697,14.727418,-3.3605087,13.138255,-14.430734,8.466037,-13.71527,7.868766,0.70145327,2.0014632,-0.5649524,3.3824606,1.1790457,-0.1505503,-7.9053054,4.3372965,-4.545223,1.6986969
Freak (feat. REI AMI).mp3,-202.21172,78.918076,-53.715317,8.200475,-18.004316,-23.948954,-20.2636,-21.29155,-19.286682,-12.405414,-14.179204,-7.019835,-14.84699,-7.9142876,-5.1889277,-7.1016154,-3.2431245,0.91034997,1.4676092,-3.8346684
FREAK.mp3,-88.811424,68.06953,1.6458392,15.269449,9.214564,1.4890753,-1.6544561,9.063004,-5.8966513,-2.8317194,-7.9056726,3.0239172,-8.237122,-5.0127892,-7.6171575,-3.605815,-3.3919,0.19045842,-2.4473827,-4.457251
Freaky Deaky.mp3,-139.31593,92.99243,19.676205,34.75081,12.9236145,0.15549207,-0.5549649,-7.324859,6.534526,-8.544181,-0.8790332,-7.92532,-5.774528,-9.07875,-11.392795,-1.3624743,-2.5232596,4.354396,3.2172875,2.6166458
Freaky Friday (feat. Chris Brown).mp3,-112.59168,82.16766,-8.433359,-1.6101974,-0.5984901,-15.9381075,-8.578313,-8.800088,-19.823545,-2.8637972,-16.02082,-5.9571877,-6.465721,-8.139545,-8.250787,-5.5831647,-6.9694905,-2.0627828,-11.406058,-3.723749
Free Mind.mp3,-235.3199,153.87596,10.877133,-3.6047783,-11.844465,-0.5470363,3.875398,-23.676449,-23.190046,-17.638748,-21.276775,-13.517981,-13.675117,-17.533363,-3.799613,-9.387113,-10.917366,-3.8221326,-11.218854,-8.95575
Freestyle.mp3,-107.293335,124.70477,18.755466,33.862156,15.891788,11.938381,-3.8342066,5.4632354,-0.074130885,4.118657,-3.2250886,2.721757,0.97290415,2.221854,0.41711563,2.497479,1.0967581,4.5508204,1.9028078,6.4298
Freezing.mp3,-225.2084,103.31765,20.548643,27.803164,9.091642,-6.720356,6.611026,-13.822504,4.851291,-5.320605,-9.380501,-6.291243,-6.369328,-4.6345925,-9.762432,-0.9265591,-6.7074275,-4.3793035,-1.9510505,-2.3066604
Fresh Out The Slammer.mp3,-210.89125,159.57233,24.086615,14.16454,19.627329,-2.3567224,-0.17710966,-7.9353657,1.5114173,-6.7091765,-1.7126472,1.4683307,-8.011474,-3.0442698,-6.1506267,-3.057003,-3.1250231,-1.4200999,-4.615787,-3.3768878
Friend of a Friend.mp3,-170.19807,79.11884,27.177383,14.590947,-1.4246829,5.454873,-6.982976,-0.20401941,-6.556182,-1.9526571,-9.395233,-7.265072,-7.5306726,-3.6653528,-8.701683,-5.7190385,-9.16022,-2.398884,-2.8916495,5.403894
Friendly Fire.mp3,-158.39671,109.39067,-13.125685,-10.081657,-11.861368,-7.2706695,-14.414404,-14.793651,-14.927812,-15.461421,-16.17326,-11.543136,-16.736246,-9.561957,-11.912153,-13.430083,-12.320171,-6.3660264,-10.827601,-4.7935543
FRIENDS.mp3,-99.25967,62.533245,-6.639851,1.0519167,-14.586557,-6.6341043,-0.66054523,-22.364126,-16.677605,-9.310046,-24.825806,-10.115665,-22.730356,-4.8953986,-10.191867,-13.994283,-8.04263,-13.004801,-15.753806,-5.6590476
From the Start.mp3,-32.90632,88.622086,-24.314386,29.030123,4.2868457,4.074714,-0.71297204,4.170185,-1.5543776,4.764458,-5.6092486,1.6765198,-8.230156,-3.6403887,-6.439102,-5.5288696,-9.912289,-1.2360913,-4.436454,4.0094805
Fruto.mp3,-159.02994,101.5512,-16.523386,-10.402174,-0.6862455,5.9703054,-24.419504,-9.285091,-17.559546,-5.808788,-9.4289875,-7.5817804,2.1315472,-13.43971,-5.234693,0.48317763,-11.436562,-3.8953626,-4.796418,-6.6881456
Fuck Niggaz.mp3,-111.14674,71.83158,32.25865,25.8949,3.4663796,17.89506,-4.069737,3.318473,-5.2272635,7.5256157,-2.6278121,7.107638,-0.85250455,1.430086,2.4728196,-0.6435484,-4.3881917,2.0212185,-2.366811,-0.15959753
Fuentes de Ortiz.mp3,-300.68756,139.4909,19.039694,29.741453,13.662696,3.8346865,-7.3419127,-7.8260555,-8.935346,-7.6416497,-14.914003,-13.933607,-14.085681,-13.6131315,-8.610137,-11.077225,-9.05877,-3.9557078,-2.3303668,2.0818176
fukumean.mp3,-113.761536,90.337296,17.195593,-7.1657176,-1.5830585,14.000858,-8.907057,2.1595297,-9.48103,4.1031637,-4.9818482,-1.6472648,-5.559149,-0.59871787,-7.56247,-2.8778791,-5.686449,-1.4814498,-3.3080616,5.160605
FULANITO.mp3,-154.8979,72.61785,-11.972101,18.176878,-7.250267,-9.618345,3.8297274,-16.443064,1.3579159,-14.679065,-16.211754,-12.482324,-11.911575,-5.3135414,-8.292072,-2.0111067,-7.3304214,-6.070659,-7.52805,-6.790612
FUNK ESTRANHO - SLOWED.mp3,-131.70677,75.844864,-19.730118,25.290018,-18.465189,2.911289,-9.438277,8.980517,-2.3049216,-1.2132065,-2.8086543,13.840068,14.095499,16.477951,9.454124,8.056682,2.7876556,9.288817,6.4595666,4.1989117
Funny Dogs.mp3,-173.39835,86.694336,-21.847929,-10.082253,-9.1363,-3.4730463,-9.29029,-10.004218,-1.3156835,6.260111,-3.1991057,-3.3918836,-5.6508064,0.81201494,-2.2256773,3.512127,3.0891356,8.363476,3.992462,3.6473174
Funny Song.mp3,-224.05817,125.39186,-20.052286,18.526945,-10.287638,-14.894704,-10.854691,-10.494131,-8.628398,-17.885004,-7.3294992,-8.342954,-11.243613,-11.950502,-10.999331,-5.892173,-11.620959,2.6764574,-4.3436193,-3.2731552
Future Shining Bright.mp3,-147.17465,78.15679,-5.479408,9.699001,6.575382,4.4572563,4.694293,-0.6039051,6.543395,0.63545734,-4.3950353,5.2283077,-3.8989482,-2.49092,-8.726278,-1.4444327,-5.159644,1.2848526,-1.4778777,-1.536012
Gali Gali (From _Kgf Chapter 1_).mp3,-85.46271,112.32825,-2.4419017,14.566667,3.397349,3.8441083,-0.80039126,6.901237,3.9698856,5.2251625,-3.0428436,5.7545238,2.1074579,1.6752981,-1.087027,-0.22721848,0.094857655,2.6172094,-1.7940425,0.5033075
GALOPA.mp3,-123.63804,84.047066,15.681284,27.43584,18.098381,4.918009,-6.520662,6.154163,-5.231177,-5.400923,1.4143119,-2.899568,-1.6875442,2.8708265,-2.3109698,4.812466,-2.7157156,7.511698,-1.2239697,7.1120596
Galway Girl.mp3,-41.101852,62.56895,1.6241217,23.702734,9.115449,6.4969583,-5.253844,2.3475897,-7.199357,-0.68697083,-6.7960405,-1.4340155,-5.5801697,-0.76388973,-4.7891583,0.27047834,-9.248186,1.4739027,-6.435411,-3.4870737
Gangsta's Paradise.mp3,-121.70114,80.69233,33.366383,26.9387,13.96612,10.739841,1.9755766,8.250881,0.4492894,1.3125834,3.043695,5.7350383,3.3303647,7.175491,-2.1751697,4.2701697,-0.30503613,0.97773165,-3.1294286,6.061291
Garmi (From _Street Dancer 3D_) (feat. Varun Dhawan).mp3,-127.6198,85.87362,-31.009306,-2.2304423,-12.690173,-11.755461,-9.583558,-10.687924,-13.58432,-3.2791193,-6.6161633,-5.808281,-4.597504,-1.9858156,-3.6203659,2.0272894,-2.3050222,4.4932003,0.30185193,4.744825
Gas Pedal.mp3,-168.5604,64.51463,5.6970296,-14.447224,-2.8677378,-12.965737,-1.5013963,15.126787,3.590265,1.8752629,-1.8411552,2.274244,-5.167898,3.0518467,-6.795383,4.3131723,-4.07444,-6.165247,-5.1975384,7.3163776
Gata Only (Remix).mp3,-89.497444,124.11382,-10.518353,3.6522217,-10.193576,-11.021698,-1.8964624,-11.467267,-11.785079,-4.9868946,-8.387732,-6.5521674,-14.526435,-1.0562742,-9.653561,-10.833358,-10.454531,-10.978079,-8.72037,-6.4622397
Gata Only.mp3,-201.27954,141.6551,30.001194,1.5872382,-4.8743687,-10.6728,-8.978696,-8.475788,-12.583334,-5.1657505,-10.385118,-8.023989,-8.776724,-9.472792,-6.935946,-7.465955,-8.589029,-4.256773,-10.135141,-5.2626834
GATITAS SANDUNGUERAS - VOL.1.mp3,-139.72815,80.45935,-14.275558,-6.7352433,-7.559985,-4.2984405,-12.851195,-1.9965982,-5.2660656,7.8937383,4.485717,3.7190802,-1.2500572,2.8117843,-1.7315235,-0.61098355,-9.502873,1.4942302,0.09547977,6.954729
Gato de Noche.mp3,-238.57152,97.04933,-4.3359003,-0.044126716,-5.044024,-17.600056,-5.9052467,1.7718008,-30.51428,-3.431144,-12.798911,-11.905363,-2.8901453,-3.1245918,-5.8979955,0.45075983,-8.479428,0.633492,-5.281697,-2.3698862
GATTI.mp3,-70.74778,62.628574,19.557127,4.818446,10.1208,5.883424,-6.549922,-2.3403623,-13.459456,1.9888791,-7.582908,6.144528,-14.564965,3.3002257,-4.8068967,8.6785345,-6.6369476,0.82808185,-4.4288416,0.88511115
"Genius (feat. Sia, Diplo, and Labrinth).mp3",-147.05646,103.89128,-6.262281,13.509345,3.181274,-6.9752293,-7.4355235,-1.108365,-18.816309,-3.5356815,-7.1900578,-12.218077,-6.435383,-5.9462113,-10.355339,-4.3637505,-10.8293495,-4.680742,-3.6880956,-2.6396782
Gentleman.mp3,-74.7203,65.26025,11.412791,35.311573,10.921231,19.804472,3.8034086,7.0087132,1.0128198,8.375996,3.975038,7.59684,1.3303465,6.103935,2.190852,3.6327589,-3.3389232,6.2529407,0.9375509,4.461456
Gently (feat. Bad Bunny).mp3,-120.43099,92.418686,9.931878,19.279696,0.26443943,11.99957,-8.583225,-1.4519526,-15.105951,-8.325168,-13.535916,0.0709871,-5.2771297,-3.382003,-9.944983,-5.172813,-14.180483,-5.5021234,-9.867703,-3.4587739
GENTO.mp3,-93.00926,91.89189,19.904425,20.647621,6.8028336,13.594208,7.3342805,10.72974,1.7510124,8.841533,5.498397,8.881131,2.7177982,7.389827,2.0966444,2.5086508,-2.7527392,-0.76898074,-1.7580829,1.8812003
Geri Donemedim.mp3,-122.320625,100.49039,12.7521105,27.079039,10.72662,14.536343,4.1546617,8.203122,-7.2484837,9.377589,7.7283473,13.267492,10.326726,2.6857045,-3.1252768,2.9825027,-7.1183305,-6.221847,-4.97404,-0.10956654
Get A Guitar.mp3,-96.95885,90.57874,17.61418,25.215076,8.80184,7.1439614,1.9306234,6.4636283,-3.2391672,6.5887895,-1.1529931,0.85403615,1.1454473,0.74023664,0.7637692,2.5360224,-2.7153645,2.7006054,-4.6952367,1.792733
Get Back.mp3,-138.1235,65.9277,-11.320081,-24.47031,-17.91833,-6.225094,-10.480176,-9.868959,-14.613545,-1.5718654,-3.162517,-0.94479746,-11.099185,-0.327851,-4.449655,1.2469875,-4.4457073,0.6634777,-0.29311833,3.430423
Get Involved.mp3,-114.13331,107.874954,16.501062,41.59119,7.0784144,10.544864,5.9301634,6.6579795,2.9921875,2.2841136,3.350469,2.924985,0.3568778,4.8008113,0.48003006,4.454363,2.3714068,1.7726059,-1.6230497,2.9851382
Get It Sexyy.mp3,-73.53405,107.217445,-7.378365,12.943814,6.6504602,-2.6015465,-0.7883705,5.160304,0.8273597,7.4326844,0.8648517,3.804528,-0.93027216,2.1021898,2.879855,-1.1590533,1.6923095,2.4670944,1.3529844,5.4364433
Get Off The Wall.mp3,-119.609726,101.90175,-3.3592505,24.1177,9.658222,10.493632,2.501048,11.393728,2.8601997,7.548683,2.3586724,5.2520614,2.0312762,4.595226,0.4630705,3.7915409,-0.53384274,4.4178567,-0.55965394,2.6997607
Get You (feat. Kali Uchis).mp3,-264.24228,104.04564,32.472446,34.914684,22.047876,8.614472,-2.034928,5.026078,-2.2705386,6.0628877,2.996721,-2.916659,-1.6477171,3.4616394,2.723595,0.69589174,-3.5473812,4.2598853,-0.70676047,-3.5068579
